filename	onset	offset	event_label
1019.wav	3.482	5.110	EATO
102.wav	8.740	10.000	BAWW
102.wav	0.523	1.354	AMRE
102.wav	4.580	6.710	SCTA
102.wav	4.660	6.138	AMCR
102.wav	4.795	5.141	WOTH
102.wav	7.327	10.000	AMCR
102.wav	9.157	9.536	REVI
102.wav	7.581	8.061	REVI
1020.wav	4.125	4.894	EATO
1020.wav	2.191	3.520	EATO
1020.wav	5.286	6.713	EATO
1020.wav	5.731	7.224	AMRE
1020.wav	5.797	6.228	BGGN
1020.wav	7.270	7.859	BTNW
1020.wav	8.437	9.711	EATO
1021.wav	5.108	6.598	NOCA
1021.wav	0.414	0.852	WOTH
1021.wav	5.872	7.201	EATO
1022.wav	8.966	10.000	EATO
1022.wav	5.149	6.235	EATO
1022.wav	3.112	3.384	EATO
1023.wav	1.159	2.451	EATO
1024.wav	2.708	3.748	EATO
1024.wav	3.867	4.315	BGGN
1024.wav	5.943	7.421	AMCR
1024.wav	7.447	9.777	NOCA
1024.wav	7.649	9.675	AMCR
1024.wav	0.417	1.690	EATO
1024.wav	4.605	6.571	EATO
1025.wav	6.391	7.521	EATO
1025.wav	8.667	9.554	BCCH
1025.wav	1.177	2.726	EATO
1026.wav	0.436	1.205	EATO
1026.wav	0.637	1.265	BTNW
1026.wav	1.040	1.509	TUTI
1026.wav	2.996	4.380	EATO
1026.wav	7.996	8.997	NOCA
1026.wav	9.316	9.943	BTNW
1027.wav	0.855	1.398	EATO
1028.wav	9.009	10.000	EATO
1028.wav	6.225	7.499	EATO
1028.wav	1.904	2.493	BTNW
1029.wav	8.236	10.000	SCTA
1029.wav	7.481	8.441	OVEN
1029.wav	7.474	7.806	EATO
1029.wav	5.296	5.595	BLJA
1029.wav	4.513	4.784	EATO
1029.wav	1.950	2.922	WOTH
1029.wav	0.580	3.319	TUTI
1029.wav	0.803	3.278	EATO
103.wav	5.709	7.411	AMCR
103.wav	6.445	7.526	AMRE
103.wav	3.843	5.290	EATO
103.wav	3.297	4.145	BHCO
103.wav	1.695	2.583	BCCH
103.wav	0.768	1.599	AMRE
1030.wav	2.825	4.098	EATO
1031.wav	5.999	7.383	EATO
1031.wav	1.065	1.493	BLJA
1031.wav	2.877	3.149	EATO
1032.wav	5.919	7.192	EATO
1033.wav	8.508	8.911	BLJA
1033.wav	3.083	3.521	WOTH
1033.wav	3.658	3.929	EATO
1033.wav	6.298	7.686	NOCA
1033.wav	8.780	9.783	BCCH
1033.wav	1.406	2.447	EATO
1033.wav	9.229	10.000	EATO
1033.wav	7.659	8.951	EATO
1033.wav	8.914	9.536	COYE
1034.wav	3.189	3.871	WOTH
1034.wav	2.116	3.422	COYE
1034.wav	1.903	2.943	EATO
1034.wav	0.182	1.501	BTNW
1035.wav	8.907	10.000	OVEN
1035.wav	7.886	9.160	EATO
1035.wav	5.705	6.037	BLJA
1035.wav	5.044	5.943	HETH
1035.wav	1.256	6.197	NOCA
1035.wav	6.424	7.132	TUTI
1036.wav	3.027	3.277	REVI
1036.wav	3.761	5.440	OVEN
1036.wav	2.833	3.442	EATO
1037.wav	1.598	3.276	AMCR
1037.wav	5.595	6.277	WOTH
1037.wav	8.802	10.000	EATO
1037.wav	2.066	3.197	EATO
1037.wav	9.058	10.000	TUTI
1038.wav	8.717	9.326	EATO
1038.wav	6.679	8.210	BHVI
1038.wav	4.335	7.401	EATO
1038.wav	0.029	1.207	TUTI
1038.wav	2.041	2.513	BLJA
1038.wav	0.346	1.317	WOTH
1039.wav	3.825	5.044	EATO
104.wav	6.148	7.906	OVEN
104.wav	0.084	1.083	BCCH
104.wav	1.043	2.227	AMRE
104.wav	0.024	0.531	WOTH
104.wav	2.339	3.630	TUTI
104.wav	2.371	2.623	REVI
104.wav	3.792	4.042	REVI
104.wav	9.676	10.000	AMRE
104.wav	7.079	8.078	BCCH
104.wav	4.406	5.030	BCCH
1040.wav	3.211	4.296	EATO
1040.wav	6.823	7.864	EATO
1041.wav	3.255	4.358	COYE
1041.wav	6.087	7.501	AMCR
1041.wav	4.892	5.584	BTNW
1041.wav	2.467	4.101	EATO
1041.wav	1.032	1.818	RBWO
1041.wav	0.017	1.522	COYE
1041.wav	7.485	7.928	REVI
1041.wav	8.674	9.006	EATO
1042.wav	0.835	1.800	BCCH
1042.wav	0.960	2.065	COYE
1042.wav	2.645	2.977	BLJA
1042.wav	0.882	1.215	EATO
1043.wav	1.334	1.877	EATO
1043.wav	2.587	4.050	EATO
1043.wav	3.458	5.696	OVEN
1043.wav	4.946	7.513	EATO
1043.wav	8.690	9.197	WOTH
1044.wav	2.226	2.479	REVI
1044.wav	4.697	4.969	EATO
1044.wav	8.015	10.000	OVEN
1045.wav	7.623	8.247	BCCH
1045.wav	7.126	7.678	BGGN
1045.wav	6.022	7.476	COYE
1045.wav	4.389	4.722	EATO
1045.wav	0.128	0.919	BCCH
1045.wav	9.682	10.000	BLJA
1046.wav	4.257	5.531	EATO
1047.wav	4.172	5.113	EATO
1047.wav	4.887	6.219	BCCH
1047.wav	5.109	5.606	BLJA
1048.wav	0.530	1.073	EATO
1049.wav	8.646	10.000	NOCA
1049.wav	7.928	9.440	BCCH
1049.wav	5.384	7.651	SCTA
1049.wav	0.266	1.352	EATO
1049.wav	1.624	1.956	BLJA
1049.wav	8.873	10.000	EATO
1049.wav	4.899	5.509	EATO
1049.wav	5.379	6.041	BHCO
105.wav	5.383	7.005	AMCR
105.wav	6.860	9.186	AMRE
105.wav	9.464	10.000	BTNW
1050.wav	0.211	0.980	EATO
1050.wav	3.667	3.966	BLJA
1050.wav	3.490	5.820	NOCA
1050.wav	1.629	2.760	EATO
1050.wav	1.104	1.786	WOTH
1050.wav	5.236	6.111	RBWO
1050.wav	4.524	5.797	EATO
1051.wav	1.926	3.057	EATO
1051.wav	7.566	8.562	EATO
1051.wav	7.988	8.615	BTNW
1051.wav	8.994	9.843	BCCH
1052.wav	8.118	10.000	NOCA
1052.wav	8.182	10.000	COYE
1052.wav	5.807	7.435	EATO
1052.wav	2.704	6.054	NOCA
1053.wav	7.396	8.844	EATO
1054.wav	4.742	5.872	EATO
1055.wav	1.133	1.544	REVI
1055.wav	2.486	2.757	EATO
1055.wav	4.779	6.234	COYE
1055.wav	5.616	6.159	EATO
1056.wav	1.414	3.988	EATO
1056.wav	3.767	4.356	BTNW
1056.wav	5.099	8.642	AMCR
1056.wav	7.339	8.925	EATO
1056.wav	8.857	9.189	BLJA
1056.wav	9.208	10.000	EATO
1057.wav	8.621	8.953	EATO
1057.wav	6.066	7.513	EATO
1057.wav	5.198	5.741	EATO
1057.wav	1.702	2.589	BCCH
1058.wav	6.869	9.703	EATO
1058.wav	0.801	2.750	BAWW
1058.wav	9.239	9.671	BLJA
1058.wav	1.802	8.233	AMCR
1059.wav	9.566	10.000	EATO
1059.wav	1.572	2.088	REVI
1059.wav	4.735	5.344	EATO
1059.wav	4.789	6.462	NOCA
1059.wav	8.576	9.012	REVI
1059.wav	9.214	9.842	BTNW
106.wav	1.971	3.153	KEWA
106.wav	1.407	2.016	WOTH
106.wav	7.297	8.846	KEWA
106.wav	6.754	7.754	BCCH
106.wav	8.212	8.894	WOTH
106.wav	2.552	3.285	BCCH
106.wav	3.165	3.996	AMRE
106.wav	6.637	8.370	BAWW
106.wav	9.581	10.000	OVEN
106.wav	8.929	10.000	SCTA
1060.wav	6.476	6.748	EATO
1060.wav	7.571	8.034	REVI
1060.wav	7.973	9.058	HETH
1060.wav	9.616	10.000	EATO
1060.wav	5.166	6.092	BCCH
1060.wav	1.901	2.232	BLJA
1060.wav	1.216	3.943	EATO
1060.wav	0.070	0.612	EATO
1061.wav	5.786	6.684	NOCA
1061.wav	5.829	6.438	EATO
1061.wav	6.173	7.176	BCCH
1061.wav	3.988	5.436	EATO
1062.wav	7.585	8.751	WOTH
1062.wav	2.992	4.478	EATO
1062.wav	2.734	3.733	WOTH
1062.wav	1.337	2.611	EATO
1062.wav	0.205	0.747	EATO
1063.wav	3.463	4.847	EATO
1063.wav	7.959	9.587	EATO
1063.wav	6.140	7.656	BAWW
1063.wav	6.046	9.982	NOCA
1064.wav	8.084	10.000	NOCA
1064.wav	4.479	5.386	WOTH
1064.wav	6.842	7.956	BHVI
1064.wav	3.871	8.808	AMCR
1064.wav	6.432	8.251	EATO
1064.wav	3.006	5.219	SCTA
1065.wav	0.870	2.547	AMCR
1065.wav	1.468	3.754	NOCA
1065.wav	0.129	0.672	EATO
1065.wav	2.042	3.260	EATO
1065.wav	3.993	4.535	EATO
1065.wav	0.080	0.669	BTNW
1065.wav	7.561	9.239	OVEN
1065.wav	4.880	5.423	EATO
1066.wav	4.200	6.516	EATO
1066.wav	5.492	5.930	WOTH
1066.wav	9.523	10.000	BTNW
1066.wav	1.279	2.410	EATO
1067.wav	1.661	1.932	EATO
1067.wav	7.398	9.684	NOCA
1068.wav	0.569	2.197	EATO
1068.wav	5.741	6.740	BCCH
1068.wav	8.824	9.910	EATO
1068.wav	4.023	4.294	EATO
1068.wav	3.229	5.067	OVEN
1069.wav	6.370	6.629	BTNW
1069.wav	5.142	6.141	BCCH
1069.wav	1.932	3.247	EATO
1069.wav	1.626	3.871	NOCA
1069.wav	0.681	2.138	BCCH
1069.wav	7.283	7.675	WOTH
1069.wav	9.543	10.000	BCCH
1069.wav	6.139	6.471	EATO
107.wav	6.576	7.020	REVI
107.wav	8.375	8.625	AMRE
107.wav	9.131	9.691	WOTH
107.wav	0.387	2.071	WOTH
1070.wav	7.532	8.806	EATO
1070.wav	2.439	4.651	SCTA
1070.wav	9.523	10.000	NOCA
1070.wav	9.526	10.000	BTNW
1070.wav	6.625	7.666	BCCH
1070.wav	5.423	7.802	NOCA
1070.wav	2.523	3.488	BCCH
1071.wav	5.392	10.000	AMCR
1071.wav	5.866	6.861	BGGN
1071.wav	9.316	10.000	BCCH
1071.wav	7.097	8.182	EATO
1071.wav	9.281	10.000	NOCA
1071.wav	4.350	5.851	EATO
1071.wav	4.513	5.517	BCCH
1072.wav	3.618	5.298	EATO
1072.wav	1.022	2.240	EATO
1073.wav	0.039	1.916	BCCH
1073.wav	5.528	6.569	EATO
1074.wav	7.343	8.727	EATO
1074.wav	4.252	4.650	BLJA
1074.wav	9.075	10.000	NOCA
1075.wav	5.479	5.750	EATO
1076.wav	0.511	2.315	EATO
1076.wav	3.323	4.549	SCTA
1076.wav	9.422	9.965	EATO
1076.wav	7.323	8.249	BCCH
1076.wav	5.862	7.191	EATO
1077.wav	8.208	8.610	BLJA
1077.wav	7.357	7.628	EATO
1077.wav	2.688	5.166	NOCA
1077.wav	2.120	3.361	EATO
1077.wav	0.610	1.237	BTNW
1078.wav	4.166	4.437	EATO
1078.wav	6.235	7.365	EATO
1078.wav	4.456	7.805	NOCA
108.wav	9.303	10.000	AMRE
108.wav	2.910	3.163	REVI
108.wav	4.592	6.128	BTNW
108.wav	5.938	6.376	WOTH
108.wav	6.890	7.327	REVI
108.wav	7.259	8.749	NOCA
1080.wav	9.397	10.000	EATO
1080.wav	8.946	10.000	OVEN
1080.wav	7.454	8.117	BHCO
1080.wav	6.954	7.391	REVI
1080.wav	6.019	8.236	EATO
1080.wav	1.914	3.106	NOCA
1080.wav	0.382	1.380	WOTH
1081.wav	1.292	2.233	EATO
1082.wav	3.243	4.328	EATO
1083.wav	6.674	8.433	OVEN
1083.wav	2.560	3.620	BLJA
1083.wav	1.536	2.079	EATO
1083.wav	2.764	3.017	REVI
1083.wav	3.507	6.438	NOCA
1083.wav	4.268	4.748	REVI
1083.wav	5.136	5.395	BTNW
1084.wav	4.457	4.914	BTNW
1084.wav	5.548	6.840	EATO
1084.wav	5.950	6.632	WOTH
1084.wav	7.676	8.218	EATO
1084.wav	7.862	8.265	BLJA
1084.wav	6.767	7.474	TUTI
1085.wav	0.152	0.423	EATO
1085.wav	1.273	2.274	NOCA
1085.wav	2.328	2.870	EATO
1085.wav	3.732	4.064	BLJA
1085.wav	9.104	10.000	COYE
1086.wav	3.514	4.645	EATO
1086.wav	9.433	9.917	WOTH
1086.wav	8.296	9.125	COYE
1087.wav	8.908	10.000	EATO
1087.wav	3.751	4.658	WOTH
1087.wav	3.715	5.732	EATO
1087.wav	2.489	2.822	EATO
1087.wav	0.364	1.638	EATO
1087.wav	0.146	0.879	BCCH
1087.wav	0.066	1.817	NOCA
1088.wav	0.555	2.239	WOTH
1088.wav	1.291	2.010	OVEN
1088.wav	2.148	3.234	EATO
1088.wav	5.664	6.273	EATO
1088.wav	4.594	4.926	EATO
1088.wav	9.574	10.000	BCCH
1089.wav	6.064	6.673	EATO
109.wav	8.851	9.682	AMRE
1090.wav	7.522	8.522	BCCH
1090.wav	5.225	6.197	WOTH
1090.wav	4.823	5.094	EATO
1090.wav	1.943	3.937	EATO
1090.wav	0.731	1.672	EATO
1090.wav	6.845	8.118	EATO
1091.wav	1.529	3.592	BGGN
1091.wav	0.839	2.036	EATO
1091.wav	4.418	8.755	EATO
1091.wav	5.106	5.586	REVI
1091.wav	6.461	7.124	BHCO
1092.wav	8.604	10.000	TUTI
1092.wav	0.134	0.758	BCCH
1092.wav	7.222	8.226	BCCH
1092.wav	3.971	10.000	AMCR
1092.wav	6.717	6.988	EATO
1093.wav	6.127	8.555	NOCA
1093.wav	1.775	2.492	BHVI
1093.wav	2.633	3.924	EATO
1093.wav	7.479	7.908	BLJA
1093.wav	0.894	1.743	BCCH
1093.wav	7.930	10.000	EATO
1094.wav	0.040	2.022	AMCR
1094.wav	1.358	1.901	EATO
1094.wav	8.584	9.512	AMRE
1094.wav	8.668	9.959	EATO
1095.wav	0.112	1.740	EATO
1095.wav	4.071	5.068	EATO
1095.wav	9.732	10.000	BLJA
1095.wav	7.713	8.256	EATO
1095.wav	9.010	9.420	BHVI
1095.wav	3.501	3.800	BLJA
1096.wav	3.062	4.336	EATO
1096.wav	4.908	5.880	WOTH
1096.wav	7.360	8.505	HETH
1096.wav	8.518	9.865	NOCA
1096.wav	8.943	10.000	EATO
1098.wav	2.459	3.590	EATO
1099.wav	1.103	1.894	BCCH
1099.wav	2.085	3.007	BHVI
1099.wav	0.091	0.599	WOTH
1099.wav	6.324	8.057	BAWW
1099.wav	1.749	3.377	EATO
1099.wav	3.688	4.034	WOTH
1099.wav	2.425	5.775	NOCA
11.wav	2.159	6.988	AMCR
110.wav	7.891	9.384	AMRE
110.wav	8.367	8.626	BTNW
1100.wav	7.674	10.000	EATO
1100.wav	5.330	6.272	EATO
1100.wav	3.843	4.929	EATO
1100.wav	1.338	2.664	HETH
1100.wav	0.027	1.068	EATO
1100.wav	4.157	5.580	HETH
1101.wav	7.700	8.644	BHVI
1101.wav	7.223	8.220	EATO
1101.wav	7.963	8.861	HETH
1101.wav	4.726	5.354	BTNW
1101.wav	6.321	6.759	WOTH
1101.wav	0.096	0.554	BTNW
1101.wav	3.470	4.013	EATO
1101.wav	1.941	2.483	EATO
1101.wav	2.833	3.355	BHVI
1102.wav	7.304	9.193	BHVI
1102.wav	5.365	6.692	HETH
1102.wav	8.315	8.836	HETH
1102.wav	9.470	9.927	BTNW
1102.wav	3.139	4.043	HETH
1102.wav	1.722	4.101	NOCA
1102.wav	0.844	2.042	HETH
1102.wav	5.068	6.342	EATO
1102.wav	8.100	9.709	EATO
1103.wav	5.065	7.744	NOCA
1103.wav	5.773	7.064	EATO
1103.wav	7.404	7.836	BTNW
1103.wav	8.854	10.000	BTNW
1103.wav	4.316	5.642	HETH
1103.wav	2.383	4.138	EATO
1103.wav	9.456	10.000	HETH
1104.wav	6.712	7.874	HETH
1104.wav	4.371	4.998	BTNW
1104.wav	2.633	2.893	BTNW
1104.wav	5.365	5.992	BTNW
1104.wav	0.974	1.601	BTNW
1104.wav	4.311	5.637	HETH
1104.wav	3.236	3.789	TUTI
1104.wav	9.607	9.939	EATO
1105.wav	9.317	10.000	HETH
1105.wav	9.324	9.781	BTNW
1105.wav	4.159	4.982	HETH
1105.wav	6.573	7.961	NOCA
1106.wav	6.553	7.257	HETH
1106.wav	7.251	8.786	BTNW
1107.wav	2.231	3.505	EATO
1107.wav	0.659	1.950	EATO
1107.wav	4.998	6.317	BTNW
1107.wav	6.513	7.168	HETH
1107.wav	2.599	4.837	OVEN
1107.wav	7.972	9.705	BAWW
1107.wav	7.801	10.000	HETH
1107.wav	0.237	1.772	BTNW
1108.wav	2.496	3.816	BTNW
1108.wav	9.022	9.622	WOTH
1108.wav	8.760	9.905	HETH
1108.wav	7.965	9.678	TUTI
1108.wav	3.278	5.532	EATO
1108.wav	0.935	1.840	HETH
1109.wav	6.474	7.373	HETH
1109.wav	9.087	10.000	HETH
1109.wav	0.513	3.082	TUTI
1109.wav	9.744	10.000	BHVI
1109.wav	3.257	3.577	HETH
111.wav	0.563	1.151	RBWO
111.wav	7.917	8.999	AMRE
1110.wav	9.678	10.000	HETH
1111.wav	0.234	1.198	HETH
1112.wav	8.292	9.490	HETH
1113.wav	6.329	7.233	HETH
1114.wav	2.846	3.166	HETH
1114.wav	9.657	10.000	HETH
1114.wav	8.722	9.191	TUTI
1114.wav	5.892	7.696	HETH
1114.wav	1.005	1.625	HETH
1114.wav	4.459	5.395	BTNW
1115.wav	6.473	7.746	HETH
1115.wav	5.321	6.062	BTNW
1115.wav	2.272	2.704	BTNW
1115.wav	7.715	9.044	EATO
1115.wav	3.464	4.425	OVEN
1115.wav	0.489	2.157	BAWW
1116.wav	3.053	3.702	BTNW
1116.wav	3.392	4.854	BHVI
1116.wav	4.516	6.260	BAWW
1116.wav	4.767	5.386	HETH
1116.wav	2.396	4.024	EATO
1116.wav	5.390	6.475	EATO
1117.wav	3.173	4.651	HETH
1117.wav	8.161	8.770	EATO
1117.wav	5.575	6.660	EATO
1117.wav	3.406	3.839	BTNW
1117.wav	1.590	2.864	EATO
1117.wav	0.248	2.496	TUTI
1117.wav	0.135	0.945	BHVI
1118.wav	2.946	3.695	TUTI
1118.wav	7.446	8.719	EATO
1118.wav	7.833	9.256	HETH
1118.wav	8.909	9.508	WOTH
1118.wav	6.051	6.678	BTNW
1118.wav	1.600	7.416	NOCA
1118.wav	1.107	2.740	BHVI
1119.wav	2.772	3.671	HETH
112.wav	0.118	0.607	BHCO
112.wav	2.173	2.894	AMRE
112.wav	6.750	7.676	BCCH
1120.wav	0.847	1.467	HETH
1121.wav	9.333	9.791	HETH
1121.wav	4.284	4.742	HETH
1121.wav	0.241	0.784	EATO
1121.wav	8.009	8.455	HETH
1121.wav	8.410	9.689	OVEN
1121.wav	4.989	5.310	BHCO
1121.wav	3.354	3.897	EATO
1121.wav	6.445	7.771	HETH
1122.wav	3.265	4.169	HETH
1123.wav	7.105	7.365	BTNW
1123.wav	6.694	7.163	TUTI
1123.wav	5.535	6.243	TUTI
1123.wav	5.185	6.850	HETH
1123.wav	4.374	5.335	OVEN
1123.wav	3.703	5.239	BTNW
1123.wav	1.278	2.702	OVEN
1123.wav	0.241	0.907	BHVI
1124.wav	4.444	5.107	HETH
1125.wav	0.082	1.280	HETH
1125.wav	6.522	7.720	HETH
1126.wav	6.648	8.762	EATO
1126.wav	3.340	5.215	EATO
1126.wav	3.015	3.975	BHVI
1126.wav	0.512	3.142	HETH
1126.wav	8.248	9.446	HETH
1126.wav	6.744	7.201	BTNW
1127.wav	2.530	4.691	NOCA
1127.wav	8.089	9.286	HETH
1127.wav	4.994	5.964	BHVI
1127.wav	9.490	10.000	HETH
1127.wav	3.189	6.248	EATO
1128.wav	0.771	1.732	OVEN
1128.wav	5.009	6.207	HETH
1128.wav	0.235	1.526	EATO
1128.wav	4.655	5.741	EATO
1128.wav	3.042	4.006	HETH
1128.wav	1.122	2.086	BCCH
1128.wav	7.797	8.255	HETH
1128.wav	6.014	8.189	OVEN
1129.wav	3.143	4.266	HETH
1129.wav	6.088	6.992	HETH
1129.wav	9.700	10.000	BCCH
1129.wav	0.281	0.879	EATO
1129.wav	8.946	9.489	EATO
1129.wav	9.654	10.000	HETH
1129.wav	1.741	3.425	WOTH
1129.wav	6.496	8.279	BAWW
1129.wav	2.421	3.731	BHVI
113.wav	6.137	8.224	OVEN
113.wav	0.765	1.641	AMRE
113.wav	4.013	5.332	BTNW
113.wav	9.609	10.000	WOTH
1130.wav	9.195	9.770	HETH
1131.wav	5.550	6.035	BHVI
1131.wav	4.458	6.751	HETH
1131.wav	4.290	4.722	BTNW
1131.wav	2.639	3.096	BTNW
1131.wav	1.003	1.964	OVEN
1131.wav	8.664	10.000	HETH
1131.wav	7.237	8.661	OVEN
1131.wav	9.334	9.923	BTNW
1132.wav	5.912	7.334	HETH
1132.wav	7.525	9.546	BAWW
1133.wav	9.066	10.000	BHVI
1133.wav	5.142	5.790	BTNW
1133.wav	1.064	1.521	BTNW
1133.wav	3.228	3.499	EATO
1133.wav	2.691	4.447	HETH
1133.wav	6.195	10.000	NOCA
1133.wav	9.399	9.856	BTNW
1133.wav	2.473	3.100	BTNW
1134.wav	5.227	5.560	EATO
1134.wav	2.250	2.905	HETH
1134.wav	7.051	7.977	BCCH
1134.wav	7.122	8.026	HETH
1134.wav	0.566	1.840	EATO
1134.wav	8.874	10.000	EATO
1135.wav	1.432	4.331	NOCA
1135.wav	7.627	10.000	HETH
1135.wav	5.087	5.534	HETH
1135.wav	7.984	8.945	OVEN
1135.wav	6.324	8.273	BAWW
1136.wav	8.857	10.000	OVEN
1136.wav	8.436	9.654	EATO
1136.wav	7.232	8.959	HETH
1136.wav	0.427	2.027	BHVI
1136.wav	0.021	1.971	BAWW
1136.wav	1.192	2.465	EATO
1136.wav	2.392	3.372	NOCA
1137.wav	4.013	4.912	HETH
1137.wav	5.245	5.821	HETH
1137.wav	8.824	9.947	HETH
1137.wav	8.677	9.674	EATO
1137.wav	8.218	10.000	OVEN
1137.wav	6.855	8.033	TUTI
1137.wav	5.561	7.466	EATO
1138.wav	1.272	2.457	HETH
1138.wav	5.079	5.863	HETH
1138.wav	8.364	9.900	BTNW
1139.wav	5.906	7.104	HETH
114.wav	8.687	9.799	AMRE
1140.wav	7.459	8.957	HETH
1141.wav	2.796	4.087	EATO
1141.wav	4.635	5.638	BCCH
1141.wav	3.957	5.118	HETH
1141.wav	5.723	6.181	BTNW
1141.wav	7.375	8.293	BHVI
1141.wav	7.749	8.460	HETH
1141.wav	8.958	9.604	TUTI
1142.wav	3.829	5.108	OVEN
1142.wav	3.961	4.624	HETH
1142.wav	4.822	6.151	EATO
1142.wav	5.477	7.189	TUTI
1142.wav	6.425	6.882	HETH
1142.wav	3.270	5.363	BAWW
1142.wav	7.330	8.958	EATO
1142.wav	3.488	3.747	BTNW
1143.wav	4.521	5.110	BTNW
1143.wav	8.841	9.984	HETH
1143.wav	5.639	7.136	HETH
1143.wav	5.735	7.355	EATO
1144.wav	0.359	1.264	HETH
