filename	event_labels
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_13_2.npy	EATO,WOTH,BTNW,REVI,AMCR,OVEN,SCTA,AMRE,KEWA,BHCO
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_25_20.npy	EATO,BCCH,BTNW,TUTI,AMCR
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_36_15.npy	EATO,BCCH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_21_21.npy	EATO,NOCA,COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_17_15.npy	EATO,BTNW,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_13_29.npy	EATO,WOTH,BCCH,TUTI,COYE,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_08_21.npy	EATO,WOTH,TUTI,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_17_24.npy	BTNW,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_05_23.npy	EATO,WOTH,BCCH,TUTI,NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_07_4.npy	NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_25_19.npy	EATO,BCCH,TUTI,AMCR
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_26_3.npy	EATO,TUTI,NOCA,COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_06_7.npy	EATO,WOTH,BTNW,NOCA,REVI,AMRE,KEWA,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_13_1.npy	EATO,BTNW,NOCA,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_05_25.npy	EATO,NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_18_3.npy	EATO,BTNW,NOCA,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_3_Segment_01_2.npy	EATO,WOTH,BTNW,NOCA,COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_16_14.npy	EATO,WOTH,BCCH,TUTI,COYE,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_35_29.npy	EATO,BCCH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_23_19.npy	EATO,BCCH,NOCA,COYE,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_20_12.npy	EATO,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_09_16.npy	EATO,WOTH,AMCR,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_27_12.npy	BCCH,BTNW,AMCR
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_03_26.npy	WOTH,BCCH,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_21_17.npy	EATO,BTNW,TUTI,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_23_17.npy	EATO,BCCH,BTNW,TUTI
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_09_4.npy	EATO,WOTH,REVI,AMCR,SCTA,AMRE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_35_3.npy	EATO,BTNW,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_14_15.npy	EATO,WOTH,BTNW,AMCR,SCTA,AMRE,KEWA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_24_16.npy	EATO,TUTI,NOCA,COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_18_19.npy	EATO,BTNW,NOCA,OVEN,HETH,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_09_20.npy	EATO,WOTH,NOCA,AMCR
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_08_21.npy	WOTH,BTNW,REVI,AMCR,AMRE,KEWA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_21_6.npy	COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_30_3.npy	EATO,BTNW,AMCR,OVEN,SCTA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_25_5.npy	EATO,BCCH,TUTI,AMCR
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_13_12.npy	EATO,BTNW,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_20_11.npy	EATO,AMCR,COYE,BGGN,SCTA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_06_9.npy	EATO,WOTH,BCCH,TUTI,NOCA,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_22_6.npy	EATO,BCCH,NOCA,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_19_20.npy	EATO,BTNW,OVEN,BHVI,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_16_8.npy	EATO,BCCH,TUTI,COYE,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_21_20.npy	EATO,WOTH,BCCH,BTNW,HETH,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_32_19.npy	EATO,BTNW,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_31_7.npy	EATO,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_09_24.npy	EATO,BTNW,REVI,AMCR,BLJA,SCTA,AMRE,KEWA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_01_7.npy	WOTH,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_10_25.npy	EATO,WOTH,BTNW,TUTI,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_19_27.npy	COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_35_19.npy	EATO,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_03_0.npy	EATO,WOTH,BCCH,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_08_22.npy	EATO,WOTH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_12_6.npy	EATO,WOTH,BTNW,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_18_23.npy	EATO,BTNW,OVEN,BHVI,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_14_7.npy	EATO,TUTI,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_18_17.npy	EATO,BTNW,OVEN,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_26_15.npy	EATO,BCCH,TUTI,BLJA,COYE,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_12_0.npy	EATO,BCCH,BTNW,REVI,AMCR,SCTA,AMRE,KEWA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_01_22.npy	EATO,BLJA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_05_8.npy	EATO,WOTH,BCCH,TUTI,NOCA,AMRE,KEWA,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_09_19.npy	EATO,WOTH,NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_08_23.npy	EATO,BCCH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_01_11.npy	EATO,WOTH,BCCH,TUTI
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_12_13.npy	EATO,NOCA,REVI,AMCR,SCTA,AMRE,KEWA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_06_5.npy	WOTH,NOCA,REVI,SCTA,AMRE,KEWA,BHVI
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_05_28.npy	WOTH,BCCH,TUTI,NOCA,SCTA,AMRE,KEWA,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_34_16.npy	EATO,BTNW,TUTI
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_07_9.npy	NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_13_21.npy	EATO,BTNW,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_22_23.npy	BTNW,AMCR
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_22_7.npy	EATO,WOTH,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_13_28.npy	EATO,WOTH,BTNW,BHCO
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_24_25.npy	EATO,BCCH,BTNW,TUTI,AMCR
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_22_19.npy	EATO,BTNW,TUTI,AMCR,SCTA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_12_3.npy	EATO,BCCH,BTNW,REVI,AMCR,SCTA,AMRE,KEWA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_03_29.npy	EATO,WOTH,BCCH,NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_04_23.npy	EATO,NOCA,AMCR,BLJA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_28_10.npy	EATO,WOTH,BTNW,AMCR,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_14_1.npy	EATO,BCCH,COYE,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_24_13.npy	EATO,TUTI,NOCA,COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_12_6.npy	EATO,BCCH,NOCA,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_01_24.npy	EATO,WOTH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_12_7.npy	EATO,WOTH,TUTI
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_10_27.npy	EATO,WOTH,BTNW,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_09_26.npy	EATO,REVI,AMCR,BLJA,SCTA,AMRE,KEWA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_24_18.npy	EATO,BCCH,BTNW,AMCR
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_36_27.npy	EATO,TUTI,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_11_29.npy	EATO
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_01_0.npy	EATO,SCTA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_03_1.npy	EATO,WOTH,BCCH,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_29_20.npy	EATO,TUTI,AMCR,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_08_12.npy	EATO,WOTH,TUTI,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_12_1.npy	EATO,WOTH,TUTI,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_24_9.npy	EATO,BCCH,BTNW,TUTI
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_28_18.npy	EATO,WOTH,BTNW,AMCR,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_13_10.npy	EATO,COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_05_15.npy	EATO,WOTH,SCTA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_03_25.npy	EATO
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_31_28.npy	BTNW,TUTI,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_3_Segment_01_4.npy	EATO,TUTI,NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_31_29.npy	BTNW,TUTI
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_04_20.npy	EATO,WOTH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_05_17.npy	WOTH,BCCH,BTNW,TUTI,REVI,BLJA,AMRE,KEWA,BHCO
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_24_11.npy	EATO,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_3_Segment_01_24.npy	EATO,WOTH,BCCH,BTNW,TUTI,NOCA,COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_03_5.npy	EATO,WOTH,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_29_5.npy	EATO,BTNW,TUTI,AMCR,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_18_29.npy	EATO,BCCH,BTNW,HETH
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_07_25.npy	TUTI,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_05_16.npy	EATO,NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_17_0.npy	EATO,WOTH,BCCH,BTNW,NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_21_16.npy	EATO,BCCH,NOCA,COYE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_11_11.npy	EATO,WOTH,BTNW,REVI,AMCR,BHVI
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_03_21.npy	WOTH,BCCH,BTNW,AMRE
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_13_15.npy	EATO,WOTH,BCCH,TUTI,COYE,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_13_23.npy	EATO,BTNW,REVI,AMCR,SCTA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_20_3.npy	EATO,WOTH,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_18_28.npy	EATO,OVEN,HETH,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_16_0.npy	EATO,WOTH,OVEN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_26_23.npy	EATO,BTNW,TUTI,AMCR,OVEN,RBWO
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_06_11.npy	EATO,WOTH,BCCH,TUTI,NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_17_9.npy	EATO,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_08_21.npy	EATO
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_05_11.npy	EATO,TUTI,NOCA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_18_2.npy	EATO,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_05_27.npy	WOTH,BCCH,SCTA,AMRE,KEWA,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_27_8.npy	EATO,BCCH,BTNW,AMCR,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_07_27.npy	EATO,TUTI,OVEN,BAWW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_06_9.npy	EATO,WOTH,BCCH,BTNW,NOCA,REVI,SCTA,AMRE,KEWA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_28_11.npy	EATO,WOTH,BTNW,AMCR,RBWO
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_10_28.npy	EATO,BLJA
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_22_16.npy	EATO,BCCH,NOCA,BGGN
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_1_Segment_15_13.npy	EATO,WOTH,BTNW
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_2_Segment_03_15.npy	WOTH,BCCH,TUTI,REVI
/home/fumchin/data/bsed_20/dataset/ENA/train_unlabeled_preprocess_quarter_02_015/wav/Recording_4_Segment_19_29.npy	EATO,AMCR,BGGN,SCTA
