filename	onset	offset	event_label
1011.wav	6.022	7.090	COYE
1012.wav	4.257	5.531	EATO
1013.wav	4.887	6.219	BCCH
1013.wav	4.172	5.113	EATO
1013.wav	5.109	5.606	BLJA
1014.wav	0.530	1.073	EATO
1015.wav	1.624	1.956	BLJA
1015.wav	8.873	10.000	EATO
1015.wav	8.646	10.000	NOCA
1015.wav	7.928	9.440	BCCH
1015.wav	0.266	1.352	EATO
1015.wav	4.899	5.509	EATO
1015.wav	5.379	6.227	BHCO
1015.wav	5.384	7.651	SCTA
1016.wav	1.629	2.760	EATO
1016.wav	3.490	5.820	NOCA
1016.wav	3.667	3.966	BLJA
1016.wav	4.524	5.797	EATO
1016.wav	5.236	6.111	RBWO
1016.wav	0.211	0.980	EATO
1016.wav	1.104	1.786	WOTH
1017.wav	7.988	8.615	BTNW
1017.wav	8.994	9.843	BCCH
1017.wav	7.566	8.562	EATO
1017.wav	1.926	3.057	EATO
1018.wav	1.168	2.442	EATO
1018.wav	5.807	7.435	EATO
1018.wav	9.492	10.000	COYE
1018.wav	9.688	10.000	EATO
1019.wav	0.089	1.762	NOCA
1019.wav	8.799	9.297	BLJA
1019.wav	3.356	4.352	EATO
102.wav	7.297	8.846	KEWA
102.wav	1.407	2.016	WOTH
102.wav	1.971	3.153	KEWA
102.wav	2.552	3.285	BCCH
102.wav	3.165	3.996	AMRE
102.wav	6.637	8.370	BAWW
102.wav	9.581	10.000	OVEN
102.wav	8.929	10.000	SCTA
102.wav	8.212	8.894	WOTH
102.wav	6.754	7.754	BCCH
1020.wav	6.960	9.488	NOCA
1020.wav	4.779	5.847	COYE
1020.wav	4.284	5.558	EATO
1021.wav	3.767	4.356	BTNW
1021.wav	8.593	8.925	EATO
1021.wav	8.857	9.189	BLJA
1021.wav	1.414	3.126	EATO
1021.wav	5.099	8.642	AMCR
1022.wav	0.644	1.113	NOCA
1022.wav	7.117	8.409	EATO
1022.wav	8.621	9.093	BLJA
1023.wav	5.788	7.875	OVEN
1023.wav	6.066	7.580	EATO
1023.wav	2.503	3.961	BCCH
1023.wav	9.229	10.000	AMCR
1023.wav	8.851	10.000	EATO
1024.wav	5.784	6.411	BTNW
1024.wav	5.877	6.419	EATO
1024.wav	8.576	10.000	EATO
1024.wav	9.575	10.000	BHCO
1024.wav	0.536	1.079	EATO
1024.wav	3.285	5.622	EATO
1025.wav	7.845	9.645	EATO
1025.wav	5.822	8.301	NOCA
1025.wav	5.464	6.738	EATO
1025.wav	2.939	4.259	BTNW
1025.wav	2.013	3.386	BLJA
1026.wav	0.895	1.227	EATO
1026.wav	1.450	2.142	BTNW
1026.wav	7.084	10.000	AMCR
1027.wav	1.074	2.070	EATO
1027.wav	9.013	9.285	EATO
1027.wav	3.988	4.948	BHVI
1027.wav	4.227	4.836	EATO
1027.wav	5.786	6.684	NOCA
1027.wav	5.863	6.647	RBWO
1028.wav	3.463	4.847	EATO
1028.wav	8.460	9.194	BCCH
1028.wav	3.228	6.771	AMCR
1028.wav	6.926	8.403	AMCR
1028.wav	4.358	4.900	BHCO
1028.wav	1.387	2.427	EATO
1028.wav	2.808	3.696	BCCH
1028.wav	7.959	9.694	EATO
1029.wav	9.130	10.000	AMCR
1029.wav	3.006	5.219	SCTA
1029.wav	3.470	5.808	EATO
1029.wav	8.084	10.000	NOCA
1029.wav	6.842	7.355	BHVI
1029.wav	6.691	8.251	EATO
1029.wav	3.871	8.808	AMCR
103.wav	0.387	2.071	WOTH
103.wav	6.576	7.020	REVI
103.wav	9.131	9.691	WOTH
103.wav	8.375	8.625	AMRE
1030.wav	3.993	4.535	EATO
1030.wav	0.129	0.672	EATO
1031.wav	5.214	6.179	BCCH
1031.wav	7.490	8.733	COYE
1031.wav	1.110	2.384	EATO
1031.wav	4.200	6.516	EATO
1031.wav	9.523	10.000	EATO
1032.wav	2.657	3.306	BTNW
1032.wav	7.398	8.782	EATO
1032.wav	6.058	6.706	BTNW
1032.wav	5.273	6.314	EATO
1032.wav	4.023	10.000	AMCR
1032.wav	3.739	4.905	WOTH
1032.wav	1.178	2.119	EATO
1032.wav	0.785	1.254	NOCA
1033.wav	0.681	1.955	EATO
1033.wav	2.116	3.247	EATO
1033.wav	7.283	7.675	WOTH
1033.wav	9.543	10.000	BCCH
1034.wav	2.949	3.503	TUTI
1034.wav	0.669	1.107	WOTH
1034.wav	2.063	2.849	RBWO
1034.wav	5.326	6.072	BGGN
1034.wav	2.523	3.488	BCCH
1034.wav	9.523	10.000	NOCA
1034.wav	7.448	7.708	BTNW
1034.wav	6.505	7.446	EATO
1034.wav	9.526	10.000	BTNW
1035.wav	6.277	6.820	EATO
1035.wav	2.439	3.713	EATO
1035.wav	1.876	2.568	BTNW
1035.wav	1.213	2.379	WOTH
1035.wav	8.429	8.971	EATO
1035.wav	5.866	6.861	BGGN
1035.wav	9.316	10.000	BCCH
1036.wav	0.121	0.466	WOTH
1036.wav	5.868	6.411	EATO
1036.wav	5.634	6.633	BCCH
1036.wav	4.350	4.603	REVI
1036.wav	3.873	4.205	BLJA
1036.wav	3.065	7.750	AMCR
1036.wav	3.602	5.056	EATO
1037.wav	7.343	8.315	WOTH
1037.wav	6.068	7.198	EATO
1038.wav	3.752	5.420	EATO
1038.wav	7.476	8.132	BCCH
1038.wav	2.614	3.157	EATO
1038.wav	0.374	1.703	EATO
1038.wav	7.411	8.804	BGGN
1039.wav	1.400	2.341	EATO
1039.wav	2.908	3.948	EATO
1039.wav	3.587	4.016	BLJA
1039.wav	6.015	7.055	EATO
1039.wav	4.178	5.497	BTNW
1039.wav	3.774	5.167	BGGN
104.wav	7.259	8.749	NOCA
104.wav	2.910	3.163	REVI
104.wav	4.592	6.128	BTNW
104.wav	6.890	7.327	REVI
104.wav	9.303	10.000	AMRE
104.wav	5.938	6.376	WOTH
1040.wav	0.090	1.364	EATO
1040.wav	1.692	2.038	WOTH
1040.wav	4.456	7.805	NOCA
1040.wav	4.166	4.437	EATO
1040.wav	5.024	6.298	EATO
1040.wav	5.670	6.765	BGGN
1040.wav	7.357	7.628	EATO
1040.wav	1.814	3.596	BAWW
1040.wav	8.201	9.691	NOCA
1041.wav	2.125	2.668	EATO
1041.wav	3.190	4.321	EATO
1041.wav	3.294	5.012	SCTA
1041.wav	3.351	3.784	BTNW
1041.wav	4.350	7.161	OVEN
1041.wav	9.183	10.000	EATO
1042.wav	5.165	5.774	EATO
1042.wav	2.513	3.644	EATO
1043.wav	0.092	2.613	EATO
1043.wav	1.378	3.412	KEWA
1043.wav	2.451	3.088	RBWO
1044.wav	8.832	9.773	EATO
1044.wav	1.013	1.665	COYE
1044.wav	3.042	4.426	EATO
1044.wav	3.733	4.296	BHVI
1044.wav	5.694	7.286	BGGN
1045.wav	1.135	2.408	EATO
1045.wav	6.674	8.433	OVEN
1045.wav	4.268	4.748	REVI
1046.wav	2.388	3.385	EATO
1046.wav	6.211	8.739	NOCA
1046.wav	8.194	9.190	EATO
1046.wav	5.548	6.593	BGGN
1046.wav	5.884	6.421	REVI
1046.wav	1.133	3.155	BAWW
1047.wav	9.421	9.824	BLJA
1047.wav	9.082	10.000	WOTH
1047.wav	3.732	5.417	WOTH
1047.wav	2.450	3.942	COYE
1047.wav	2.328	5.174	AMCR
1047.wav	1.273	2.274	NOCA
1047.wav	7.278	8.011	BCCH
1047.wav	4.687	4.958	EATO
1048.wav	7.862	8.827	BCCH
1048.wav	9.073	9.616	EATO
1049.wav	6.315	7.106	BCCH
1049.wav	2.489	2.822	EATO
1049.wav	0.146	0.879	BCCH
1049.wav	0.066	1.817	NOCA
1049.wav	8.908	10.000	EATO
1049.wav	3.392	5.732	EATO
1049.wav	9.300	10.000	OVEN
105.wav	8.851	9.682	AMRE
1050.wav	4.062	5.193	EATO
1050.wav	5.664	6.273	EATO
1050.wav	9.574	10.000	EATO
1051.wav	1.821	3.150	EATO
1051.wav	4.673	5.216	EATO
1052.wav	0.731	1.672	EATO
1052.wav	7.522	8.522	BCCH
1052.wav	6.845	8.118	EATO
1052.wav	1.943	3.937	EATO
1053.wav	5.106	5.586	REVI
1053.wav	0.839	2.036	EATO
1053.wav	1.529	3.592	BGGN
1053.wav	2.966	3.509	EATO
1053.wav	4.418	7.364	EATO
1053.wav	6.461	7.004	BHCO
1054.wav	8.604	10.000	TUTI
1054.wav	0.134	0.758	BCCH
1054.wav	3.971	10.000	AMCR
1054.wav	6.717	6.988	EATO
1054.wav	7.222	8.226	BCCH
1055.wav	8.186	9.913	EATO
1055.wav	7.479	7.908	BLJA
1055.wav	6.127	8.555	NOCA
1055.wav	5.220	6.493	EATO
1055.wav	4.392	5.001	EATO
1055.wav	2.633	3.924	EATO
1055.wav	1.156	2.270	BHVI
1055.wav	7.930	8.663	BCCH
1056.wav	1.358	1.901	EATO
1056.wav	8.584	9.512	AMRE
1056.wav	0.040	2.022	AMCR
1056.wav	8.668	9.959	EATO
1057.wav	3.501	3.800	BLJA
1057.wav	0.112	1.740	EATO
1057.wav	4.071	5.068	EATO
1057.wav	7.713	8.256	EATO
1057.wav	9.010	9.520	BHVI
1057.wav	9.732	10.000	BLJA
1058.wav	8.943	10.000	EATO
1058.wav	3.416	4.036	HETH
1058.wav	8.518	9.865	NOCA
1058.wav	4.908	5.880	WOTH
1058.wav	3.062	3.975	COYE
1059.wav	9.465	9.797	EATO
1059.wav	6.488	9.177	EATO
1059.wav	1.871	4.067	COYE
1059.wav	3.135	3.406	EATO
1059.wav	2.025	4.504	NOCA
1059.wav	4.220	6.311	EATO
1059.wav	4.409	5.036	BTNW
106.wav	7.891	9.384	AMRE
106.wav	8.367	8.626	BTNW
1060.wav	2.459	3.590	EATO
1061.wav	6.324	8.057	BAWW
1061.wav	0.091	1.464	BLJA
1061.wav	1.103	1.894	BCCH
1061.wav	1.749	3.377	EATO
1061.wav	2.026	2.692	BHVI
1061.wav	2.425	5.775	NOCA
1061.wav	3.688	4.034	WOTH
1062.wav	4.242	4.514	EATO
1062.wav	5.438	7.314	EATO
1062.wav	8.333	9.946	EATO
1063.wav	4.580	4.852	EATO
1063.wav	4.168	4.500	BLJA
1063.wav	3.470	3.868	BLJA
1063.wav	1.363	1.906	EATO
1063.wav	2.027	3.419	AMCR
1063.wav	2.971	6.771	NOCA
1064.wav	8.632	9.171	RBWO
1064.wav	5.019	5.752	BCCH
1064.wav	4.421	4.681	BTNW
1064.wav	6.040	8.887	AMCR
1064.wav	3.335	4.608	EATO
1064.wav	8.050	8.534	WOTH
1064.wav	5.278	5.681	BLJA
1065.wav	7.382	8.050	WOTH
1065.wav	6.385	7.659	EATO
1065.wav	5.119	5.451	BLJA
1065.wav	4.949	5.676	BHCO
1065.wav	0.879	1.648	EATO
1066.wav	1.966	3.295	EATO
1066.wav	3.297	3.849	BGGN
1066.wav	8.194	9.907	TUTI
1066.wav	9.201	9.656	BLJA
1066.wav	0.349	0.891	EATO
1066.wav	8.220	8.623	BLJA
1067.wav	8.248	10.000	OVEN
1067.wav	7.404	8.985	EATO
1068.wav	5.246	5.899	COYE
1068.wav	0.412	1.161	TUTI
1068.wav	1.376	1.937	WOTH
1068.wav	5.144	5.753	EATO
1068.wav	5.979	7.427	EATO
1068.wav	6.756	8.015	TUTI
1068.wav	6.949	7.447	BLJA
1068.wav	7.685	8.148	REVI
1069.wav	0.093	0.862	EATO
1069.wav	9.317	10.000	TUTI
1069.wav	3.701	10.000	AMCR
1069.wav	4.159	5.289	EATO
1069.wav	4.175	4.605	TUTI
1069.wav	6.573	6.823	REVI
1069.wav	8.606	9.880	EATO
1069.wav	0.403	1.059	BCCH
107.wav	0.563	1.151	RBWO
107.wav	7.917	8.999	AMRE
1070.wav	3.647	3.979	EATO
1070.wav	1.580	2.577	EATO
1070.wav	0.632	4.699	TUTI
1071.wav	7.394	8.185	BCCH
1071.wav	7.919	9.454	BTNW
1071.wav	2.231	3.505	EATO
1071.wav	4.275	5.953	AMCR
1071.wav	7.156	9.394	OVEN
1072.wav	9.063	9.912	BCCH
1072.wav	3.903	8.785	EATO
1073.wav	6.878	7.963	EATO
1073.wav	5.832	6.164	EATO
1073.wav	4.053	5.437	EATO
1073.wav	4.429	5.428	WOTH
1073.wav	5.564	6.605	BCCH
1073.wav	2.545	4.229	WOTH
1074.wav	9.272	9.543	EATO
1075.wav	5.081	8.012	NOCA
1075.wav	4.953	5.225	EATO
1075.wav	1.150	1.858	TUTI
1075.wav	0.516	1.808	EATO
1076.wav	8.292	9.583	EATO
1077.wav	7.606	7.938	EATO
1078.wav	7.766	9.098	BCCH
1078.wav	5.380	7.008	EATO
1079.wav	7.836	9.293	BCCH
1079.wav	5.640	6.547	WOTH
1079.wav	2.523	2.921	BLJA
1079.wav	0.412	0.744	EATO
108.wav	6.750	7.676	BCCH
108.wav	2.173	2.894	AMRE
108.wav	0.118	0.377	BHCO
1080.wav	6.277	7.407	EATO
1080.wav	2.481	3.865	EATO
1080.wav	9.747	10.000	NOCA
1080.wav	8.707	8.979	EATO
1080.wav	3.464	7.532	TUTI
1080.wav	7.767	8.260	REVI
1080.wav	0.755	4.154	COYE
1081.wav	7.550	8.150	WOTH
1081.wav	6.655	7.741	EATO
1081.wav	5.273	6.584	COYE
1081.wav	4.749	6.196	EATO
1081.wav	4.183	4.810	BTNW
1082.wav	3.408	5.100	EATO
1082.wav	2.258	2.819	BLJA
1082.wav	0.854	5.885	TUTI
1082.wav	8.953	10.000	EATO
1082.wav	7.692	9.714	BAWW
1083.wav	0.933	1.973	EATO
1083.wav	2.112	2.545	BTNW
1083.wav	2.961	5.136	OVEN
1083.wav	6.761	9.659	NOCA
1083.wav	7.620	10.000	EATO
1084.wav	1.307	1.850	EATO
1084.wav	8.474	9.038	BHVI
1084.wav	8.909	9.850	EATO
1084.wav	1.600	2.670	TUTI
1085.wav	2.769	4.098	EATO
1085.wav	4.383	5.152	EATO
1085.wav	7.372	8.369	EATO
1085.wav	8.569	9.495	BCCH
1086.wav	9.261	10.000	NOCA
1086.wav	0.241	1.597	EATO
1086.wav	2.571	5.164	EATO
1086.wav	5.775	7.161	EATO
1086.wav	7.787	9.415	EATO
1087.wav	9.230	9.855	BCCH
1087.wav	9.106	10.000	EATO
1087.wav	6.725	7.998	EATO
1087.wav	1.185	2.887	AMCR
1087.wav	3.494	4.941	EATO
1087.wav	2.457	3.213	OVEN
1087.wav	1.375	2.649	EATO
1087.wav	1.372	2.691	BTNW
1088.wav	6.003	6.944	EATO
1089.wav	8.838	9.270	BTNW
1089.wav	7.397	8.006	EATO
1089.wav	2.688	4.017	EATO
1089.wav	0.647	1.190	EATO
109.wav	4.013	5.332	BTNW
109.wav	0.765	1.641	AMRE
109.wav	9.609	10.000	WOTH
109.wav	6.137	8.224	OVEN
1090.wav	7.856	8.635	COYE
1090.wav	0.512	1.786	EATO
1090.wav	2.439	2.876	REVI
1090.wav	2.485	3.110	BCCH
1090.wav	3.340	6.606	EATO
1090.wav	7.488	9.031	EATO
1091.wav	6.131	7.545	AMCR
1091.wav	8.390	9.339	COYE
1091.wav	1.801	3.193	AMCR
1091.wav	0.984	2.045	BLJA
1091.wav	5.986	7.229	COYE
1091.wav	3.870	4.758	BCCH
1091.wav	4.848	5.564	EATO
1092.wav	0.439	1.712	EATO
1092.wav	3.177	4.570	BGGN
1092.wav	5.326	10.000	NOCA
1092.wav	6.151	7.148	EATO
1092.wav	7.431	9.958	EATO
1093.wav	5.145	6.864	EATO
1093.wav	0.098	1.545	EATO
1093.wav	0.124	0.749	BCCH
1093.wav	2.709	4.245	BTNW
1093.wav	2.783	4.411	EATO
1093.wav	7.060	8.444	EATO
1093.wav	5.175	5.567	WOTH
1094.wav	7.822	8.821	BCCH
1094.wav	5.164	5.933	EATO
1094.wav	7.345	8.881	BTNW
1094.wav	3.103	4.321	EATO
1094.wav	9.083	10.000	OVEN
1094.wav	6.860	7.585	EATO
1095.wav	2.271	3.544	EATO
1095.wav	2.774	4.085	COYE
1095.wav	5.405	6.508	SCTA
1095.wav	8.664	9.590	BCCH
1095.wav	9.374	10.000	EATO
1096.wav	6.328	7.711	EATO
1097.wav	9.184	10.000	OVEN
1097.wav	8.883	10.000	BGGN
1097.wav	7.576	8.742	WOTH
1097.wav	6.231	7.687	EATO
1097.wav	9.605	10.000	EATO
1097.wav	2.087	2.630	EATO
1097.wav	3.872	4.656	RBWO
1097.wav	5.291	6.611	BTNW
1097.wav	5.912	10.000	AMCR
1098.wav	2.584	3.127	EATO
1098.wav	5.107	5.734	BTNW
1098.wav	9.727	10.000	EATO
1098.wav	8.951	9.448	BLJA
1098.wav	7.823	8.891	COYE
1098.wav	6.273	10.000	TUTI
1098.wav	5.686	6.203	REVI
1098.wav	1.409	2.450	BCCH
1098.wav	2.228	3.941	TUTI
1099.wav	4.860	6.133	EATO
1099.wav	4.064	8.749	AMCR
1099.wav	4.318	6.493	OVEN
1099.wav	7.949	8.341	WOTH
1099.wav	7.627	8.592	BCCH
11.wav	2.159	6.988	AMCR
110.wav	8.687	9.799	AMRE
1100.wav	0.254	0.903	BTNW
1100.wav	1.432	2.480	HETH
1100.wav	9.144	10.000	BCCH
1100.wav	7.748	8.879	EATO
1100.wav	6.561	7.254	BTNW
1100.wav	5.596	6.307	HETH
1100.wav	5.984	10.000	TUTI
1101.wav	0.021	0.920	HETH
1102.wav	5.819	7.017	HETH
1102.wav	0.659	1.450	BCCH
1102.wav	4.393	4.746	BHCO
1103.wav	6.467	6.925	HETH
1104.wav	7.536	8.713	TUTI
1104.wav	9.141	9.473	EATO
1104.wav	6.397	7.671	EATO
1104.wav	5.634	6.682	HETH
1104.wav	5.351	6.068	BHVI
1104.wav	3.280	3.992	HETH
1104.wav	6.750	7.711	OVEN
1104.wav	7.135	7.707	BAWW
1104.wav	1.934	2.876	EATO
1104.wav	0.337	1.334	EATO
1105.wav	4.134	4.753	HETH
1105.wav	2.933	3.902	EATO
1105.wav	6.129	8.210	NOCA
1105.wav	7.459	8.582	HETH
1106.wav	0.001	0.824	HETH
1106.wav	6.493	7.691	HETH
1107.wav	4.822	6.151	EATO
1107.wav	0.060	1.389	EATO
1107.wav	1.254	1.514	BTNW
1107.wav	8.550	8.821	EATO
1107.wav	1.266	3.191	HETH
1107.wav	1.969	2.512	EATO
1107.wav	4.336	5.105	TUTI
1107.wav	7.218	7.676	BTNW
1108.wav	5.868	6.580	HETH
1109.wav	0.437	0.980	EATO
1109.wav	3.180	4.266	EATO
1109.wav	6.349	7.247	HETH
1109.wav	6.948	7.490	BHCO
1109.wav	3.272	4.762	NOCA
111.wav	1.111	1.832	AMRE
111.wav	0.374	1.373	WOTH
1110.wav	7.494	8.318	HETH
1111.wav	6.228	6.738	BHVI
1111.wav	6.081	7.204	HETH
1111.wav	3.872	4.770	HETH
1111.wav	0.998	2.381	EATO
1112.wav	4.298	5.298	BCCH
1112.wav	1.751	2.874	HETH
1112.wav	6.245	7.958	TUTI
1113.wav	5.921	6.992	TUTI
1113.wav	2.792	3.441	BTNW
1113.wav	2.435	3.727	EATO
1113.wav	6.707	7.334	BTNW
1113.wav	9.494	10.000	BCCH
1113.wav	8.771	9.594	HETH
1113.wav	7.493	8.517	HETH
1113.wav	6.904	7.874	BHVI
1114.wav	1.760	2.192	BTNW
1114.wav	7.122	7.579	BTNW
1114.wav	4.633	5.345	HETH
1114.wav	0.978	1.877	HETH
1114.wav	1.478	2.519	EATO
1114.wav	3.463	3.722	BTNW
1114.wav	3.099	3.612	BHVI
1114.wav	8.358	9.444	EATO
1115.wav	9.388	9.820	BTNW
1115.wav	1.830	3.253	HETH
1115.wav	5.548	6.372	HETH
1116.wav	7.279	8.598	BTNW
1116.wav	8.659	10.000	EATO
1116.wav	8.717	10.000	BHVI
1116.wav	9.738	10.000	HETH
1116.wav	4.759	5.092	EATO
1116.wav	5.656	6.480	HETH
1116.wav	4.926	5.833	WOTH
1116.wav	0.335	1.655	BTNW
1116.wav	7.100	8.813	TUTI
1116.wav	3.618	4.227	EATO
1117.wav	8.213	9.112	HETH
1117.wav	4.129	5.448	BTNW
1117.wav	3.450	4.490	EATO
1117.wav	2.106	2.516	BHVI
1118.wav	4.186	4.707	HETH
1118.wav	0.610	2.067	BCCH
1119.wav	7.821	9.095	EATO
1119.wav	3.154	4.352	HETH
1119.wav	1.458	3.295	BHVI
1119.wav	0.623	1.315	BTNW
1119.wav	1.219	4.519	OVEN
112.wav	8.499	8.983	WOTH
112.wav	4.642	5.835	AMRE
112.wav	9.744	10.000	NOCA
1120.wav	8.682	9.139	HETH
1121.wav	2.066	2.523	HETH
1121.wav	0.718	1.998	OVEN
1121.wav	2.442	2.911	NOCA
1121.wav	4.782	5.499	BHVI
1122.wav	2.935	3.627	BTNW
1122.wav	5.514	7.403	BHVI
1122.wav	2.869	3.412	EATO
1122.wav	6.732	7.856	HETH
1122.wav	0.039	1.152	BHVI
1123.wav	3.394	4.667	HETH
1124.wav	0.016	4.957	NOCA
1124.wav	0.699	2.083	EATO
1124.wav	1.043	2.362	BTNW
1124.wav	2.916	3.571	HETH
1124.wav	5.225	5.484	BTNW
1124.wav	5.991	7.270	OVEN
1124.wav	9.454	10.000	HETH
1125.wav	0.147	1.345	HETH
1125.wav	6.199	6.720	HETH
1125.wav	3.442	4.640	HETH
1125.wav	0.309	1.942	BHVI
1126.wav	4.793	5.382	BTNW
1126.wav	0.749	1.081	EATO
1126.wav	7.667	9.707	EATO
1126.wav	1.253	2.451	HETH
1126.wav	1.498	2.494	EATO
1126.wav	3.893	4.820	BCCH
1127.wav	7.853	9.126	HETH
1128.wav	1.919	2.546	BTNW
1128.wav	5.307	6.504	HETH
1128.wav	2.449	7.390	NOCA
1129.wav	7.758	8.718	BHVI
1129.wav	2.009	2.474	BHCO
1129.wav	9.218	9.838	HETH
1129.wav	3.633	4.863	EATO
1129.wav	4.361	5.009	BTNW
1129.wav	5.043	7.442	BHVI
113.wav	0.837	2.021	AMRE
113.wav	6.666	7.449	RBWO
1130.wav	4.733	5.952	EATO
1130.wav	0.875	2.543	BAWW
1130.wav	7.203	8.915	TUTI
1130.wav	0.515	1.456	EATO
1130.wav	0.510	0.920	BHVI
1130.wav	4.840	6.262	HETH
1130.wav	7.935	9.470	BTNW
1130.wav	0.715	2.251	BTNW
1131.wav	4.955	5.583	BTNW
1131.wav	8.114	8.657	EATO
1131.wav	1.118	1.764	TUTI
1131.wav	8.496	10.000	OVEN
1131.wav	9.478	9.936	BTNW
1131.wav	3.161	3.888	BHCO
1131.wav	3.596	4.006	BHVI
1131.wav	4.714	5.235	HETH
1132.wav	4.801	6.130	EATO
1132.wav	3.129	4.551	HETH
1132.wav	1.757	3.544	EATO
1132.wav	0.338	1.461	HETH
1133.wav	2.994	5.925	NOCA
1133.wav	6.572	7.891	BTNW
1133.wav	6.941	8.139	HETH
1133.wav	7.956	9.635	OVEN
1133.wav	9.382	10.000	BHVI
1133.wav	3.771	4.885	BHVI
1134.wav	9.704	10.000	EATO
1134.wav	6.649	7.118	TUTI
1134.wav	7.202	8.531	EATO
1134.wav	3.819	5.447	EATO
1134.wav	3.403	5.151	HETH
1134.wav	3.099	3.642	EATO
1134.wav	0.663	1.786	HETH
1134.wav	9.559	10.000	HETH
1134.wav	3.893	5.240	NOCA
1135.wav	3.461	4.734	HETH
