filename	onset	offset	event_label
1014.wav	3.937	5.269	BCCH
1014.wav	2.066	3.197	EATO
1014.wav	1.939	3.034	BGGN
1014.wav	9.058	10.000	EATO
1014.wav	1.598	2.597	BCCH
1014.wav	8.802	9.896	BGGN
1014.wav	5.595	7.432	NOCA
1015.wav	5.172	6.186	BGGN
1015.wav	0.346	1.020	SCTA
1015.wav	6.127	7.401	EATO
1015.wav	8.717	9.326	EATO
1015.wav	6.679	8.225	BGGN
1016.wav	4.067	5.659	BGGN
1016.wav	1.592	2.487	BGGN
1016.wav	7.620	8.163	EATO
1016.wav	4.938	6.212	EATO
1017.wav	2.410	2.682	EATO
1017.wav	3.201	4.269	COYE
1017.wav	3.692	4.777	EATO
1017.wav	3.993	7.929	NOCA
1017.wav	7.141	8.525	EATO
1017.wav	8.141	9.186	BGGN
1017.wav	9.427	10.000	BGGN
1017.wav	2.375	3.370	BGGN
1018.wav	0.960	3.690	BGGN
1018.wav	5.017	5.465	BGGN
1018.wav	0.835	1.800	BCCH
1019.wav	8.690	9.197	WOTH
1019.wav	7.092	7.838	BGGN
1019.wav	6.684	7.958	EATO
1019.wav	2.587	3.139	BGGN
1019.wav	2.919	4.050	EATO
1019.wav	4.084	5.477	BGGN
102.wav	4.572	6.122	KEWA
102.wav	4.121	10.000	AMCR
1020.wav	1.759	2.528	EATO
1020.wav	8.160	9.993	SCTA
1020.wav	4.198	6.339	BGGN
1021.wav	7.205	8.250	BGGN
1021.wav	2.846	3.890	BGGN
1022.wav	7.573	8.955	COYE
1022.wav	2.920	4.215	WOTH
1022.wav	5.673	6.669	EATO
1022.wav	0.723	1.997	EATO
1022.wav	2.090	2.642	BGGN
1022.wav	3.869	5.434	BGGN
1023.wav	4.887	5.782	BGGN
1024.wav	2.458	3.851	BGGN
1024.wav	9.296	10.000	EATO
1024.wav	7.780	8.052	EATO
1025.wav	8.341	9.236	BGGN
1026.wav	1.672	2.418	BGGN
1027.wav	5.925	7.198	EATO
1027.wav	0.926	1.822	BGGN
1027.wav	3.095	4.314	EATO
1028.wav	0.211	1.315	COYE
1028.wav	0.432	1.850	BGGN
1028.wav	1.584	2.858	EATO
1028.wav	4.225	6.794	EATO
1028.wav	7.558	7.989	BGGN
1029.wav	0.473	1.264	BCCH
1029.wav	1.008	2.053	BGGN
1029.wav	1.168	2.774	EATO
1029.wav	5.108	5.717	EATO
1029.wav	6.605	7.601	BGGN
1029.wav	8.793	9.065	EATO
1029.wav	9.275	9.875	WOTH
1029.wav	5.807	6.734	BCCH
103.wav	1.278	2.278	BCCH
103.wav	4.545	9.597	AMCR
103.wav	0.044	0.477	BTNW
1030.wav	1.133	3.836	BGGN
1030.wav	2.486	2.757	EATO
1031.wav	7.339	7.903	BGGN
1031.wav	3.524	4.076	BGGN
1031.wav	0.281	2.660	NOCA
1032.wav	3.767	5.160	BGGN
1033.wav	1.414	1.977	BGGN
1034.wav	1.950	2.846	BGGN
1034.wav	3.420	4.514	BGGN
1034.wav	4.106	4.780	SCTA
1034.wav	7.294	8.040	BGGN
1035.wav	9.229	10.000	SCTA
1035.wav	8.650	9.499	BCCH
1035.wav	4.880	5.775	BGGN
1035.wav	1.589	2.881	EATO
1035.wav	0.337	0.608	EATO
1036.wav	7.162	7.725	BGGN
1036.wav	6.869	8.161	EATO
1036.wav	1.802	2.698	BGGN
1036.wav	9.239	10.000	BCCH
1037.wav	9.579	10.000	NOCA
1037.wav	8.122	9.750	EATO
1037.wav	7.188	8.137	COYE
1037.wav	6.608	7.648	EATO
1037.wav	4.125	5.193	COYE
1037.wav	3.992	4.899	WOTH
1037.wav	1.503	3.005	EATO
1037.wav	8.508	8.939	BGGN
1038.wav	0.160	1.156	BGGN
1038.wav	2.013	3.287	EATO
1038.wav	6.423	6.853	BGGN
1038.wav	6.544	6.982	WOTH
1038.wav	2.676	3.239	BGGN
1038.wav	7.164	8.060	BGGN
1038.wav	8.441	9.004	BGGN
1038.wav	9.734	10.000	BGGN
1039.wav	7.416	7.864	BGGN
1039.wav	5.829	8.257	NOCA
1039.wav	1.903	3.358	COYE
1039.wav	1.773	3.047	EATO
104.wav	3.843	5.162	BTNW
104.wav	0.483	1.875	AMCR
104.wav	3.297	4.296	BCCH
104.wav	1.695	2.571	AMRE
104.wav	5.709	9.712	AMCR
1040.wav	2.755	3.947	NOCA
1040.wav	1.577	2.576	BCCH
1040.wav	3.970	4.595	BCCH
1040.wav	7.204	8.272	COYE
1040.wav	1.518	2.809	EATO
1040.wav	3.060	3.612	BGGN
1041.wav	2.714	4.107	BGGN
1042.wav	8.067	8.897	COYE
1042.wav	1.717	2.269	BGGN
1043.wav	4.198	5.094	BGGN
1043.wav	4.331	5.296	BCCH
1043.wav	4.012	4.485	BLJA
1043.wav	5.633	6.858	SCTA
1043.wav	5.665	6.103	WOTH
1043.wav	7.211	8.604	BGGN
1044.wav	8.312	8.912	COYE
1044.wav	7.316	8.709	BGGN
1044.wav	0.319	1.924	BGGN
1045.wav	0.080	2.338	COYE
1045.wav	5.139	6.180	EATO
1045.wav	6.136	7.728	BGGN
1045.wav	7.643	9.027	EATO
1045.wav	8.037	9.131	BGGN
1045.wav	9.564	10.000	NOCA
1046.wav	0.870	1.422	BGGN
1046.wav	1.110	2.384	EATO
1046.wav	4.200	5.584	EATO
1046.wav	8.552	9.286	BCCH
1046.wav	5.386	6.281	BGGN
1046.wav	9.523	10.000	EATO
1046.wav	7.063	8.456	BGGN
1047.wav	9.543	10.000	BGGN
1047.wav	7.256	7.808	BGGN
1047.wav	3.369	4.762	BGGN
1047.wav	0.139	1.678	EATO
1048.wav	2.116	3.012	BGGN
1048.wav	5.619	6.893	EATO
1048.wav	8.824	10.000	BGGN
1048.wav	6.585	7.434	BCCH
1048.wav	9.543	10.000	BCCH
1048.wav	1.096	8.338	NOCA
105.wav	2.371	2.642	EATO
105.wav	9.715	10.000	AMRE
105.wav	9.580	9.972	WOTH
105.wav	9.540	10.000	COYE
105.wav	7.916	8.187	EATO
105.wav	0.024	1.737	TUTI
105.wav	0.084	1.268	AMRE
105.wav	4.423	4.694	EATO
105.wav	1.043	3.025	AMCR
105.wav	7.079	8.078	BCCH
1050.wav	8.347	8.739	WOTH
1050.wav	6.853	8.151	NOCA
1050.wav	1.672	2.672	BCCH
1050.wav	1.055	2.449	BGGN
1050.wav	9.401	10.000	BGGN
1050.wav	6.569	7.664	BGGN
1051.wav	5.249	6.641	AMCR
1051.wav	8.920	10.000	BGGN
1051.wav	5.868	6.411	EATO
1051.wav	0.347	1.392	BGGN
1051.wav	3.873	4.769	BGGN
1052.wav	8.897	9.229	EATO
1052.wav	8.218	8.839	COYE
1052.wav	6.068	6.963	BGGN
1052.wav	5.528	6.753	NOCA
1052.wav	7.387	8.481	BGGN
1052.wav	9.719	10.000	BGGN
1052.wav	2.599	3.152	NOCA
1052.wav	3.517	5.109	BGGN
1053.wav	5.902	6.235	EATO
1053.wav	8.292	9.188	BGGN
1053.wav	1.373	2.315	EATO
1053.wav	0.511	3.065	BGGN
1054.wav	7.137	8.140	BCCH
1054.wav	3.540	6.445	BGGN
1054.wav	2.120	2.672	BGGN
1054.wav	8.348	9.566	EATO
1055.wav	6.235	10.000	AMCR
1055.wav	5.670	6.765	BGGN
1055.wav	4.456	4.928	BLJA
1055.wav	1.692	3.937	NOCA
1055.wav	8.667	9.945	BGGN
1056.wav	2.936	3.545	EATO
1056.wav	4.546	4.977	BGGN
1057.wav	9.598	10.000	BGGN
1057.wav	4.093	5.486	BGGN
1058.wav	3.817	4.713	BGGN
1059.wav	3.590	4.337	BGGN
1059.wav	3.294	3.566	EATO
106.wav	0.261	1.301	EATO
106.wav	1.709	10.000	AMCR
1060.wav	1.685	2.730	BGGN
1060.wav	6.351	7.391	EATO
1061.wav	7.485	8.570	EATO
1061.wav	4.870	7.926	BGGN
1061.wav	5.317	6.535	EATO
1061.wav	8.041	9.020	NOCA
1061.wav	9.379	9.988	EATO
1062.wav	8.236	8.667	BGGN
1064.wav	2.328	3.331	BCCH
1064.wav	4.687	5.343	BCCH
1064.wav	5.884	7.553	BGGN
1064.wav	6.157	6.700	EATO
1064.wav	7.862	10.000	NOCA
1064.wav	0.538	2.130	BGGN
1065.wav	1.273	1.721	BGGN
1065.wav	0.582	1.264	WOTH
1066.wav	0.364	2.077	TUTI
1066.wav	1.406	3.121	BGGN
1066.wav	2.591	8.256	AMCR
1066.wav	3.392	6.346	NOCA
1066.wav	3.514	4.645	EATO
1066.wav	4.328	5.119	BCCH
1066.wav	9.433	10.000	BGGN
1067.wav	4.285	4.716	BGGN
1069.wav	7.522	8.522	BCCH
1069.wav	0.731	1.672	EATO
1069.wav	1.943	3.306	COYE
1069.wav	2.490	2.921	BGGN
1069.wav	4.823	5.569	BGGN
1069.wav	6.986	7.595	EATO
1069.wav	5.225	5.899	SCTA
1069.wav	6.845	7.489	COYE
107.wav	4.882	5.160	REVI
107.wav	0.562	1.849	SCTA
107.wav	6.384	6.763	REVI
107.wav	9.569	10.000	AMCR
107.wav	6.754	7.947	AMRE
107.wav	6.829	7.869	EATO
107.wav	7.382	8.839	BCCH
107.wav	8.148	9.043	BGGN
107.wav	9.082	10.000	BCCH
107.wav	2.552	3.285	BCCH
1070.wav	5.421	7.364	EATO
1070.wav	6.461	7.014	BGGN
1070.wav	7.198	7.843	COYE
1070.wav	4.418	5.524	COYE
1070.wav	0.839	1.607	EATO
1070.wav	1.529	3.592	BGGN
1070.wav	7.482	8.045	BGGN
1070.wav	8.426	9.810	EATO
1071.wav	9.418	9.866	BGGN
1072.wav	2.258	3.705	EATO
1072.wav	5.368	7.768	BGGN
1072.wav	0.048	0.601	BGGN
1072.wav	0.134	1.407	EATO
1073.wav	3.951	5.344	BGGN
1073.wav	6.127	6.736	EATO
1073.wav	7.479	8.474	BGGN
1073.wav	9.369	10.000	EATO
1073.wav	1.775	2.670	BGGN
1073.wav	0.894	1.743	BCCH
1073.wav	7.930	8.473	EATO
1074.wav	0.454	1.350	BGGN
1074.wav	2.526	3.973	EATO
1074.wav	3.262	4.655	BGGN
1074.wav	4.462	5.735	EATO
1074.wav	6.277	9.820	AMCR
1075.wav	6.260	7.156	BGGN
1075.wav	4.611	5.506	BGGN
1075.wav	3.885	4.428	EATO
1075.wav	1.994	3.587	BGGN
1076.wav	8.518	9.736	EATO
1076.wav	3.062	4.725	AMCR
1076.wav	8.943	9.495	BGGN
1076.wav	4.908	5.582	SCTA
1076.wav	5.964	7.256	EATO
1077.wav	5.679	6.425	BGGN
1078.wav	4.220	4.783	BGGN
1079.wav	5.985	8.282	BGGN
1079.wav	5.473	6.082	EATO
1079.wav	9.421	10.000	EATO
1079.wav	3.805	5.263	BGGN
1079.wav	2.721	3.946	SCTA
1079.wav	2.295	3.044	TUTI
1079.wav	7.923	8.835	COYE
108.wav	7.373	8.706	BCCH
108.wav	7.929	8.321	RBWO
108.wav	8.042	8.652	EATO
108.wav	7.299	7.763	BHCO
108.wav	4.152	5.193	BCCH
108.wav	9.195	10.000	AMCR
108.wav	3.607	4.789	KEWA
108.wav	3.566	6.044	NOCA
108.wav	0.624	1.623	BCCH
1080.wav	6.324	7.656	BCCH
1080.wav	8.136	9.131	BGGN
1080.wav	1.749	3.142	BGGN
1080.wav	4.407	6.488	BGGN
1081.wav	0.490	1.486	BGGN
1081.wav	2.488	2.918	BGGN
1081.wav	4.995	8.345	NOCA
1081.wav	6.309	6.909	BGGN
1081.wav	8.759	9.845	EATO
1082.wav	4.168	5.460	EATO
1082.wav	8.661	9.786	BGGN
1082.wav	8.623	9.914	EATO
1082.wav	2.676	4.033	BGGN
1083.wav	8.085	9.170	EATO
1083.wav	9.358	10.000	EATO
1083.wav	4.671	5.716	BGGN
1083.wav	2.192	3.233	EATO
1083.wav	1.261	1.692	BGGN
1083.wav	7.153	8.048	BGGN
1084.wav	1.094	2.385	EATO
1084.wav	8.940	9.709	EATO
1084.wav	8.100	8.530	BGGN
1084.wav	7.382	8.467	EATO
1084.wav	3.248	4.876	EATO
1084.wav	9.412	9.964	BGGN
1084.wav	1.682	2.235	BGGN
1085.wav	9.201	10.000	EATO
1085.wav	3.297	3.849	BGGN
1085.wav	4.345	5.240	BGGN
1085.wav	7.654	9.824	BGGN
1086.wav	7.854	8.750	BGGN
1086.wav	6.368	7.697	EATO
1086.wav	3.570	4.788	EATO
1086.wav	1.620	3.044	COYE
1087.wav	2.875	4.467	BGGN
1087.wav	6.949	7.397	BGGN
1087.wav	6.444	7.485	EATO
1087.wav	3.179	4.264	EATO
1087.wav	5.979	6.566	COYE
1087.wav	0.412	1.408	EATO
1087.wav	5.246	6.142	BGGN
1088.wav	4.159	5.289	EATO
1088.wav	8.606	10.000	BGGN
1088.wav	7.405	7.968	BGGN
1088.wav	0.403	1.149	BGGN
1088.wav	1.550	2.034	WOTH
1088.wav	3.701	10.000	AMCR
1088.wav	6.693	10.000	NOCA
1088.wav	6.573	7.846	EATO
1089.wav	0.137	1.032	BGGN
1089.wav	2.255	3.250	BGGN
1089.wav	9.204	10.000	EATO
109.wav	5.310	6.476	WOTH
109.wav	3.679	6.945	AMCR
1090.wav	8.105	9.000	BGGN
1090.wav	3.332	4.373	EATO
1090.wav	0.042	1.260	EATO
1091.wav	0.568	0.966	BLJA
1091.wav	5.674	6.443	EATO
1091.wav	4.442	5.835	BGGN
1091.wav	0.540	2.339	BGGN
1091.wav	6.661	9.189	NOCA
1092.wav	5.832	6.164	EATO
1092.wav	7.899	9.491	BGGN
1092.wav	9.329	10.000	EATO
1092.wav	6.445	7.736	EATO
1092.wav	2.545	3.648	SCTA
1092.wav	5.564	5.994	BGGN
1093.wav	1.150	2.316	WOTH
1093.wav	9.260	10.000	BGGN
1093.wav	5.012	6.978	EATO
1093.wav	4.342	5.387	BGGN
1094.wav	0.195	0.747	BGGN
1095.wav	3.890	4.222	EATO
1095.wav	2.630	3.192	BLJA
1095.wav	7.210	7.957	BGGN
1095.wav	7.766	8.763	EATO
1095.wav	8.779	9.342	BGGN
1095.wav	8.209	10.000	NOCA
1095.wav	5.694	7.622	COYE
1096.wav	1.282	1.825	EATO
1096.wav	1.560	4.038	NOCA
1096.wav	0.755	1.682	BCCH
1096.wav	9.211	10.000	BGGN
1096.wav	6.277	7.172	BGGN
1096.wav	7.767	8.100	EATO
1097.wav	1.247	4.485	BGGN
1097.wav	4.737	5.008	EATO
1097.wav	4.926	5.373	BGGN
1097.wav	5.390	6.475	EATO
1097.wav	7.045	7.377	EATO
1098.wav	0.248	0.567	RBWO
1098.wav	5.005	6.917	EATO
1098.wav	1.590	2.864	EATO
1098.wav	0.135	1.031	BGGN
1098.wav	1.673	2.419	BGGN
1099.wav	2.500	3.488	COYE
1099.wav	2.200	2.532	EATO
1099.wav	6.781	10.000	NOCA
1099.wav	7.286	7.557	EATO
1099.wav	3.406	3.958	BGGN
11.wav	2.159	6.988	AMCR
110.wav	2.415	4.037	AMCR
1100.wav	1.107	1.650	EATO
1100.wav	8.329	9.603	EATO
1100.wav	8.909	9.508	WOTH
1100.wav	4.297	5.889	BGGN
1101.wav	6.786	7.217	BGGN
1102.wav	2.390	3.136	BGGN
1103.wav	6.788	7.351	BGGN
1104.wav	2.772	3.336	BGGN
1105.wav	0.847	1.411	BGGN
1106.wav	8.636	9.681	BGGN
1106.wav	4.502	7.030	NOCA
1106.wav	7.787	9.505	SCTA
1106.wav	4.156	4.778	COYE
1106.wav	4.028	5.421	BGGN
1106.wav	0.600	1.379	COYE
1107.wav	2.457	3.552	BGGN
1107.wav	0.835	1.754	SCTA
1107.wav	8.888	9.451	BGGN
1107.wav	4.971	6.730	BGGN
1107.wav	8.616	9.875	EATO
1108.wav	4.182	6.883	SCTA
1108.wav	0.207	0.953	BGGN
1108.wav	1.152	2.426	EATO
1108.wav	2.863	3.862	BCCH
1108.wav	5.855	6.895	EATO
1108.wav	7.064	9.443	NOCA
1108.wav	7.105	7.669	BGGN
1109.wav	4.309	5.205	BGGN
1109.wav	2.157	3.225	COYE
1109.wav	9.681	10.000	BGGN
1109.wav	1.289	2.562	EATO
1110.wav	6.744	8.137	BGGN
1110.wav	1.944	3.235	EATO
1110.wav	4.326	5.095	EATO
1110.wav	3.015	4.759	BGGN
1110.wav	0.321	1.217	BGGN
1110.wav	6.066	8.032	EATO
1111.wav	5.686	6.116	BGGN
1111.wav	3.870	4.758	BCCH
1112.wav	4.955	5.507	BGGN
1113.wav	4.880	5.433	BGGN
1114.wav	7.685	8.249	BGGN
1114.wav	5.647	6.692	BGGN
1114.wav	5.240	7.768	NOCA
1115.wav	4.325	5.420	BGGN
1116.wav	7.200	8.474	EATO
1116.wav	2.639	3.430	BCCH
1116.wav	3.457	4.406	COYE
1116.wav	5.015	5.361	WOTH
1116.wav	5.867	6.864	EATO
1116.wav	6.264	7.495	BGGN
1116.wav	6.341	7.074	BCCH
1116.wav	1.184	2.402	EATO
1118.wav	8.296	9.192	BGGN
1118.wav	3.090	4.363	EATO
1118.wav	1.595	2.033	WOTH
1118.wav	1.248	1.870	COYE
1118.wav	0.572	1.965	BGGN
1119.wav	1.493	2.056	BGGN
112.wav	1.981	3.506	AMCR
112.wav	3.901	5.031	EATO
1120.wav	5.291	6.909	BGGN
1120.wav	6.231	7.505	EATO
1121.wav	8.883	10.000	BGGN
1121.wav	7.770	8.767	EATO
1121.wav	5.084	7.329	NOCA
1121.wav	3.228	4.508	COYE
1122.wav	2.228	3.502	EATO
1122.wav	5.988	8.467	NOCA
1122.wav	6.273	6.544	EATO
1122.wav	8.261	9.654	BGGN
1122.wav	0.412	1.840	BGGN
1123.wav	7.823	9.541	SCTA
1123.wav	3.749	5.896	BGGN
1123.wav	2.043	2.776	BCCH
1123.wav	1.744	3.100	EATO
1123.wav	0.629	1.172	EATO
1123.wav	4.860	6.133	EATO
1124.wav	3.092	4.684	BGGN
1124.wav	6.894	7.519	BCCH
1124.wav	7.995	8.890	BGGN
1124.wav	5.087	7.114	EATO
1125.wav	9.006	10.000	AMCR
1125.wav	5.801	10.000	NOCA
1125.wav	0.136	1.032	BGGN
1126.wav	6.855	10.000	NOCA
1126.wav	2.990	3.532	EATO
1126.wav	5.245	6.601	EATO
1126.wav	5.368	6.264	BGGN
1126.wav	3.450	4.346	BGGN
1126.wav	1.124	2.572	EATO
1126.wav	3.471	4.443	WOTH
1126.wav	6.192	7.697	COYE
1127.wav	5.079	7.409	NOCA
1127.wav	5.951	7.344	BGGN
1128.wav	4.891	5.886	BGGN
1128.wav	9.428	10.000	EATO
1128.wav	7.056	7.487	BGGN
1128.wav	0.727	2.056	EATO
1128.wav	2.535	3.808	EATO
1128.wav	6.894	7.519	BCCH
1128.wav	6.317	7.609	EATO
1129.wav	8.849	10.000	EATO
1129.wav	5.804	6.799	BGGN
1129.wav	4.056	5.045	COYE
1129.wav	3.148	4.542	BGGN
1129.wav	9.443	10.000	BGGN
1129.wav	1.854	3.128	EATO
113.wav	0.406	1.162	COYE
113.wav	2.236	4.470	AMCR
113.wav	4.402	5.472	TUTI
113.wav	5.030	10.000	AMCR
113.wav	8.326	8.800	REVI
113.wav	8.665	10.000	EATO
1131.wav	8.841	9.926	EATO
1131.wav	5.980	7.355	EATO
1131.wav	3.872	4.871	BCCH
1131.wav	4.521	5.914	BGGN
1131.wav	3.502	4.542	EATO
1131.wav	2.399	4.369	BGGN
1131.wav	0.627	5.568	NOCA
1131.wav	5.639	6.721	BCCH
1132.wav	6.556	7.885	EATO
1132.wav	8.370	9.410	EATO
1132.wav	4.298	5.298	BCCH
1132.wav	5.829	6.562	BCCH
1132.wav	5.034	5.577	EATO
1132.wav	8.059	8.957	NOCA
1132.wav	0.167	0.951	BGGN
1133.wav	9.160	9.703	EATO
1133.wav	8.368	8.836	NOCA
1133.wav	0.668	2.023	BGGN
1133.wav	9.740	10.000	BGGN
1133.wav	8.439	9.772	BCCH
1134.wav	7.122	10.000	BGGN
1134.wav	3.463	4.026	BGGN
1134.wav	3.178	4.626	EATO
1134.wav	0.564	2.682	EATO
1135.wav	8.717	9.280	BGGN
1135.wav	4.926	5.833	WOTH
1135.wav	3.810	4.082	EATO
1135.wav	2.093	2.541	BGGN
1135.wav	3.618	4.170	BGGN
1136.wav	5.686	7.133	EATO
1136.wav	7.100	8.195	BGGN
1136.wav	0.658	2.360	AMCR
1136.wav	9.738	10.000	BCCH
1138.wav	2.466	3.859	BGGN
1138.wav	4.748	5.291	EATO
1138.wav	8.542	10.000	BGGN
1138.wav	1.674	2.216	EATO
1139.wav	1.476	2.570	BGGN
1139.wav	6.559	7.111	BGGN
114.wav	0.334	3.877	AMCR
114.wav	4.381	5.293	COYE
114.wav	5.208	6.829	AMCR
114.wav	6.530	7.862	BCCH
1140.wav	6.438	7.831	BGGN
1140.wav	2.667	4.060	BGGN
1140.wav	2.442	3.734	EATO
1140.wav	8.671	10.000	BGGN
1140.wav	8.098	9.229	EATO
1140.wav	1.316	1.859	EATO
1141.wav	7.588	8.484	BGGN
1142.wav	4.070	5.464	BGGN
1142.wav	7.043	9.011	BGGN
1142.wav	5.991	7.290	NOCA
1142.wav	0.016	1.345	EATO
1142.wav	0.699	1.252	TUTI
1142.wav	2.916	3.956	EATO
1143.wav	5.611	6.402	BCCH
1143.wav	3.184	4.079	BGGN
1143.wav	9.577	10.000	COYE
1143.wav	7.057	7.610	BGGN
1143.wav	7.440	8.437	EATO
1143.wav	7.904	10.000	TUTI
1144.wav	0.749	1.793	BGGN
1145.wav	8.131	9.217	EATO
1145.wav	3.601	5.048	EATO
1145.wav	1.498	3.336	EATO
1145.wav	7.667	9.753	SCTA
1145.wav	4.793	6.186	BGGN
1145.wav	3.893	4.820	BCCH
1146.wav	1.919	2.815	BGGN
1146.wav	2.449	7.390	NOCA
1146.wav	5.307	6.401	BGGN
1147.wav	9.218	9.771	BGGN
1147.wav	8.689	9.730	BCCH
1147.wav	5.043	6.086	BGGN
1147.wav	3.213	4.208	BGGN
1147.wav	4.931	6.223	EATO
1147.wav	7.758	8.189	BGGN
1148.wav	1.930	2.586	BCCH
1148.wav	4.210	6.430	BGGN
1148.wav	7.544	7.991	BGGN
1148.wav	5.507	6.275	EATO
1148.wav	7.976	8.972	EATO
1148.wav	6.377	8.064	COYE
1148.wav	9.491	10.000	BGGN
1149.wav	9.478	10.000	EATO
1149.wav	8.892	9.896	BCCH
1149.wav	6.374	7.316	EATO
1149.wav	5.524	6.569	BGGN
1149.wav	0.105	1.697	BGGN
1149.wav	3.160	3.929	EATO
1149.wav	0.288	1.736	EATO
1149.wav	7.820	9.214	BGGN
115.wav	1.730	8.109	AMCR
1150.wav	0.338	1.333	BGGN
1150.wav	1.757	3.738	EATO
1150.wav	1.822	5.158	COYE
1150.wav	4.801	6.130	EATO
1151.wav	4.216	5.123	WOTH
1151.wav	8.004	8.750	BGGN
1151.wav	0.954	2.893	BGGN
1151.wav	4.809	5.914	COYE
1151.wav	1.111	2.403	EATO
1151.wav	9.559	10.000	EATO
1151.wav	7.954	8.610	BCCH
1152.wav	5.286	6.285	WOTH
1152.wav	6.397	7.392	BGGN
1152.wav	7.568	8.464	BGGN
1153.wav	4.481	5.576	BGGN
1153.wav	5.813	7.206	BGGN
1153.wav	8.907	9.910	BCCH
1153.wav	0.188	1.282	BGGN
